Command,Symbol,BuySell,Size,Price,Account,OrderType,TimeInForce,DateExpiration,ExecBroker,StopPrice,MinQty,MaxFloor,Memo,ErrorInfo,AppOrderID,AppCxlRplID
NEW,PETR4,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00053,null
NEW,VALE5,SELL,1000.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00054,null
NEW,VALE5,BUY,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00055,null
NEW,PETR3,BUY,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00056,null
NEW,PDGR3,BUY,100.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00057,null
NEW,PDGR3,SELL,300.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00058,null
NEW,PDGR3,SELL,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00059,null
NEW,RSID3,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00060,null
NEW,RSID3,SELL,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00061,null
NEW,BBDC4,BUY,4500.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00062,null
NEW,PETR4,BUY,1100.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00063,null
NEW,VALE5,SELL,1000.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00064,null
NEW,VALE5,SELL,500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00065,null
NEW,PETR3,BUY,500.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00066,null
NEW,PDGR3,SELL,100.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00067,null
NEW,PDGR3,SELL,300.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00068,null
NEW,PDGR3,SELL,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00069,null
NEW,RSID3,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00070,null
NEW,RSID3,BUY,1000.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00071,null
NEW,BBDC4,SELL,500.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00072,null
NEW,GOLL4,SELL,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00073,null
NEW,TAMM4,BUY,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00074,null
NEW,VALE3,BUY,300.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00075,null
NEW,VALE5,SELL,500.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00076,null
NEW,ELET3,SELL,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00077,null
NEW,TNLP4,BUY,100.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00078,null
NEW,PETR4,SELL,4500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00079,null
NEW,VALE5,SELL,1100.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00080,null
NEW,VALE5,SELL,1000.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00081,null
NEW,PETR3,BUY,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00082,null
NEW,PDGR3,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00083,null
NEW,PDGR3,BUY,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00084,null
NEW,PDGR3,BUY,300.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00085,null
NEW,RSID3,BUY,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00086,null
NEW,RSID3,SELL,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00087,null
NEW,BBDC4,SELL,100.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00088,null
NEW,PETR4,BUY,4500.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00089,null
NEW,VALE5,SELL,1100.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00090,null
NEW,VALE5,SELL,1000.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00091,null
NEW,PETR3,SELL,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00092,null
NEW,PDGR3,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00093,null
NEW,PDGR3,SELL,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00094,null
NEW,PDGR3,BUY,300.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00095,null
NEW,RSID3,BUY,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00096,null
NEW,RSID3,BUY,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00097,null
NEW,BBDC4,SELL,100.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00098,null
NEW,GOLL4,SELL,4500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00099,null
NEW,TAMM4,BUY,1100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00100,null
NEW,VALE3,SELL,1000.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00101,null
NEW,VALE5,SELL,500.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00102,null
NEW,ELET3,SELL,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00103,null
NEW,TNLP4,BUY,100.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00104,null
NEW,PETR4,SELL,300.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00105,null
NEW,VALE5,BUY,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00106,null
NEW,VALE5,BUY,1000.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00107,null
NEW,PETR3,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00108,null
NEW,PDGR3,SELL,500.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00109,null
NEW,PDGR3,SELL,100.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00110,null
NEW,PDGR3,BUY,300.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00111,null
NEW,RSID3,SELL,500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00112,null
NEW,RSID3,BUY,1000.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00113,null
NEW,BBDC4,BUY,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00114,null
NEW,PETR4,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00115,null
NEW,VALE5,SELL,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00116,null
NEW,VALE5,SELL,300.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00117,null
NEW,PETR3,BUY,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00118,null
NEW,PDGR3,SELL,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00119,null
NEW,PDGR3,SELL,100.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00120,null
NEW,PDGR3,SELL,4500.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00121,null
NEW,RSID3,BUY,1100.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00122,null
NEW,RSID3,SELL,1000.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00123,null
NEW,BBDC4,BUY,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00124,null
NEW,GOLL4,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00125,null
NEW,TAMM4,SELL,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00126,null
NEW,VALE3,SELL,300.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00127,null
NEW,VALE5,SELL,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00128,null
NEW,ELET3,BUY,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00129,null
CANCEL,BBDC4,BUY,1100.0,null,012351,null,null,null,null,null,null,null,null,null,CXL-00010,00010
CANCEL,VALE5,SELL,500.0,null,012345,null,null,null,null,null,null,null,null,null,CXL-00102,00102
CANCEL,ELET3,SELL,500.0,null,012346,null,null,null,null,null,null,null,null,null,CXL-00103,00103
CANCEL,TNLP4,BUY,100.0,null,012347,null,null,null,null,null,null,null,null,null,CXL-00104,00104
CANCEL,VALE5,BUY,500.0,null,012345,null,null,null,null,null,null,null,null,null,CXL-00106,00106
CANCEL,VALE5,BUY,1000.0,null,ABCDE,null,null,null,null,null,null,null,null,null,CXL-00107,00107
CANCEL,PDGR3,SELL,500.0,null,012345,null,null,null,null,null,null,null,null,null,CXL-00109,00109
CANCEL,PETR4,BUY,1000.0,null,012345,null,null,null,null,null,null,null,null,null,CXL-00011,00011
CANCEL,VALE5,SELL,300.0,null,012345,null,null,null,null,null,null,null,null,null,CXL-00117,00117
CANCEL,BBDC4,BUY,500.0,null,012345,null,null,null,null,null,null,null,null,null,CXL-00124,00124
CANCEL,TAMM4,SELL,100.0,null,ABCDE,null,null,null,null,null,null,null,null,null,CXL-00126,00126
CANCEL,PDGR3,SELL,300.0,null,012346,null,null,null,null,null,null,null,null,null,CXL-00015,00015
CANCEL,TAMM4,BUY,500.0,null,ABCDE,null,null,null,null,null,null,null,null,null,CXL-00022,00022
CANCEL,TNLP4,SELL,500.0,null,012347,null,null,null,null,null,null,null,null,null,CXL-00026,00026
CANCEL,VALE5,SELL,100.0,null,012349,null,null,null,null,null,null,null,null,null,CXL-00028,00028
CANCEL,VALE5,BUY,4500.0,null,012350,null,null,null,null,null,null,null,null,null,CXL-00029,00029
CANCEL,VALE5,SELL,500.0,null,ABCDE,null,null,null,null,null,null,null,null,null,CXL-00003,00003
CANCEL,PETR3,BUY,1100.0,null,012351,null,null,null,null,null,null,null,null,null,CXL-00030,00030
CANCEL,PDGR3,BUY,1000.0,null,012345,null,null,null,null,null,null,null,null,null,CXL-00031,00031
CANCEL,RSID3,BUY,100.0,null,012345,null,null,null,null,null,null,null,null,null,CXL-00034,00034
CANCEL,BBDC4,BUY,500.0,null,012347,null,null,null,null,null,null,null,null,null,CXL-00036,00036
CANCEL,VALE5,SELL,100.0,null,012349,null,null,null,null,null,null,null,null,null,CXL-00038,00038
CANCEL,PDGR3,SELL,1000.0,null,012345,null,null,null,null,null,null,null,null,null,CXL-00041,00041
CANCEL,BBDC4,BUY,500.0,null,012347,null,null,null,null,null,null,null,null,null,CXL-00046,00046
CANCEL,VALE5,SELL,1100.0,null,012351,null,null,null,null,null,null,null,null,null,CXL-00050,00050
CANCEL,VALE5,SELL,1000.0,null,012345,null,null,null,null,null,null,null,null,null,CXL-00054,00054
CANCEL,VALE5,BUY,500.0,null,012346,null,null,null,null,null,null,null,null,null,CXL-00055,00055
CANCEL,PDGR3,SELL,500.0,null,012347,null,null,null,null,null,null,null,null,null,CXL-00006,00006
CANCEL,RSID3,BUY,500.0,null,ABCDE,null,null,null,null,null,null,null,null,null,CXL-00060,00060
CANCEL,RSID3,SELL,100.0,null,ABCDE,null,null,null,null,null,null,null,null,null,CXL-00061,00061
CANCEL,PETR4,BUY,1100.0,null,012346,null,null,null,null,null,null,null,null,null,CXL-00063,00063
CANCEL,VALE5,SELL,500.0,null,012348,null,null,null,null,null,null,null,null,null,CXL-00065,00065
CANCEL,PDGR3,SELL,100.0,null,012350,null,null,null,null,null,null,null,null,null,CXL-00067,00067
CANCEL,PDGR3,SELL,300.0,null,012351,null,null,null,null,null,null,null,null,null,CXL-00068,00068
CANCEL,PDGR3,SELL,500.0,null,012348,null,null,null,null,null,null,null,null,null,CXL-00007,00007
CANCEL,RSID3,BUY,1000.0,null,ABCDE,null,null,null,null,null,null,null,null,null,CXL-00071,00071
CANCEL,TAMM4,BUY,100.0,null,ABCDE,null,null,null,null,null,null,null,null,null,CXL-00074,00074
CANCEL,VALE5,SELL,500.0,null,012345,null,null,null,null,null,null,null,null,null,CXL-00076,00076
CANCEL,TNLP4,BUY,100.0,null,012347,null,null,null,null,null,null,null,null,null,CXL-00078,00078
CANCEL,RSID3,SELL,4500.0,null,012350,null,null,null,null,null,null,null,null,null,CXL-00009,00009
CANCEL,VALE5,SELL,1100.0,null,012350,null,null,null,null,null,null,null,null,null,CXL-00090,00090
CANCEL,PDGR3,BUY,500.0,null,ABCDE,null,null,null,null,null,null,null,null,null,CXL-00093,00093
CANCEL,PDGR3,SELL,100.0,null,ABCDE,null,null,null,null,null,null,null,null,null,CXL-00094,00094
CANCEL,RSID3,BUY,500.0,null,012347,null,null,null,null,null,null,null,null,null,CXL-00097,00097
NEW,PETR4,BUY,1000.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00001,null
NEW,VALE5,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00002,null
NEW,VALE5,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00003,null
NEW,PETR3,BUY,100.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00004,null
NEW,PDGR3,SELL,300.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00005,null
NEW,PDGR3,SELL,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00006,null
NEW,PDGR3,SELL,500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00007,null
NEW,RSID3,BUY,100.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00008,null
NEW,RSID3,SELL,4500.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00009,null
NEW,BBDC4,BUY,1100.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00010,null
NEW,PETR4,BUY,1000.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00011,null
NEW,VALE5,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00012,null
NEW,VALE5,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00013,null
NEW,PETR3,BUY,100.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00014,null
NEW,PDGR3,SELL,300.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00015,null
NEW,PDGR3,SELL,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00016,null
NEW,PDGR3,SELL,500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00017,null
NEW,RSID3,BUY,100.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00018,null
NEW,RSID3,SELL,4500.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00019,null
NEW,BBDC4,BUY,1100.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00020,null
NEW,GOLL4,BUY,1000.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00021,null
NEW,TAMM4,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00022,null
NEW,VALE3,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00023,null
NEW,VALE5,SELL,100.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00024,null
NEW,ELET3,BUY,300.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00025,null
NEW,TNLP4,SELL,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00026,null
NEW,PETR4,SELL,500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00027,null
NEW,VALE5,SELL,100.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00028,null
NEW,VALE5,BUY,4500.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00029,null
NEW,PETR3,BUY,1100.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00030,null
NEW,PDGR3,BUY,1000.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00031,null
NEW,PDGR3,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00032,null
NEW,PDGR3,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00033,null
NEW,RSID3,BUY,100.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00034,null
NEW,RSID3,BUY,300.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00035,null
NEW,BBDC4,BUY,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00036,null
NEW,PETR4,SELL,500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00037,null
NEW,VALE5,SELL,100.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00038,null
NEW,VALE5,BUY,4500.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00039,null
NEW,PETR3,SELL,1100.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00040,null
NEW,PDGR3,SELL,1000.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00041,null
NEW,PDGR3,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00042,null
NEW,PDGR3,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00043,null
NEW,RSID3,SELL,100.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00044,null
NEW,RSID3,BUY,300.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00045,null
NEW,BBDC4,BUY,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00046,null
NEW,GOLL4,SELL,500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00047,null
NEW,TAMM4,SELL,100.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00048,null
NEW,VALE3,BUY,4500.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00049,null
NEW,VALE5,SELL,1100.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00050,null
NEW,ELET3,SELL,1000.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00051,null
NEW,TNLP4,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00052,null
NEW,PETR4,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00053,null
NEW,VALE5,SELL,1000.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00054,null
NEW,VALE5,BUY,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00055,null
NEW,PETR3,BUY,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00056,null
NEW,PDGR3,BUY,100.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00057,null
NEW,PDGR3,SELL,300.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00058,null
NEW,PDGR3,SELL,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00059,null
NEW,RSID3,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00060,null
NEW,RSID3,SELL,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00061,null
NEW,BBDC4,BUY,4500.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00062,null
NEW,PETR4,BUY,1100.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00063,null
NEW,VALE5,SELL,1000.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00064,null
NEW,VALE5,SELL,500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00065,null
NEW,PETR3,BUY,500.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00066,null
NEW,PDGR3,SELL,100.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00067,null
NEW,PDGR3,SELL,300.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00068,null
NEW,PDGR3,SELL,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00069,null
NEW,RSID3,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00070,null
NEW,RSID3,BUY,1000.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00071,null
NEW,BBDC4,SELL,500.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00072,null
NEW,GOLL4,SELL,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00073,null
NEW,TAMM4,BUY,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00074,null
NEW,VALE3,BUY,300.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00075,null
NEW,VALE5,SELL,500.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00076,null
NEW,ELET3,SELL,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00077,null
NEW,TNLP4,BUY,100.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00078,null
NEW,PETR4,SELL,4500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00079,null
NEW,VALE5,SELL,1100.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00080,null
NEW,VALE5,SELL,1000.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00081,null
NEW,PETR3,BUY,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00082,null
NEW,PDGR3,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00083,null
NEW,PDGR3,BUY,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00084,null
NEW,PDGR3,BUY,300.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00085,null
NEW,RSID3,BUY,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00086,null
NEW,RSID3,SELL,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00087,null
NEW,BBDC4,SELL,100.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00088,null
NEW,PETR4,BUY,4500.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00089,null
NEW,VALE5,SELL,1100.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00090,null
NEW,VALE5,SELL,1000.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00091,null
NEW,PETR3,SELL,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00092,null
NEW,PDGR3,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00093,null
NEW,PDGR3,SELL,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00094,null
NEW,PDGR3,BUY,300.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00095,null
NEW,RSID3,BUY,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00096,null
NEW,RSID3,BUY,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00097,null
NEW,BBDC4,SELL,100.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00098,null
NEW,GOLL4,SELL,4500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00099,null
NEW,TAMM4,BUY,1100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00100,null
NEW,VALE3,SELL,1000.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00101,null
NEW,VALE5,SELL,500.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00102,null
NEW,ELET3,SELL,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00103,null
NEW,TNLP4,BUY,100.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00104,null
NEW,PETR4,SELL,300.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00105,null
NEW,VALE5,BUY,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00106,null
NEW,VALE5,BUY,1000.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00107,null
NEW,PETR3,SELL,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00108,null
NEW,PDGR3,SELL,500.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00109,null
NEW,PDGR3,SELL,100.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00110,null
NEW,PDGR3,BUY,300.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00111,null
NEW,RSID3,SELL,500.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00112,null
NEW,RSID3,BUY,1000.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00113,null
NEW,BBDC4,BUY,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00114,null
NEW,PETR4,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00115,null
NEW,VALE5,SELL,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00116,null
NEW,VALE5,SELL,300.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00117,null
NEW,PETR3,BUY,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00118,null
NEW,PDGR3,SELL,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00119,null
NEW,PDGR3,SELL,100.0,32.15,012348,LIMIT,null,null,null,null,null,null,null,null,00120,null
NEW,PDGR3,SELL,4500.0,12.33,012349,LIMIT,null,null,null,null,null,null,null,null,00121,null
NEW,RSID3,BUY,1100.0,12.4,012350,LIMIT,null,null,null,null,null,null,null,null,00122,null
NEW,RSID3,SELL,1000.0,23.45,012351,LIMIT,null,null,null,null,null,null,null,null,00123,null
NEW,BBDC4,BUY,500.0,25.0,012345,LIMIT,null,null,null,null,null,null,null,null,00124,null
NEW,GOLL4,BUY,500.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00125,null
NEW,TAMM4,SELL,100.0,34.23,ABCDE,LIMIT,null,null,null,null,null,null,null,null,00126,null
NEW,VALE3,SELL,300.0,21.34,012345,LIMIT,null,null,null,null,null,null,null,null,00127,null
NEW,VALE5,SELL,500.0,32.12,012346,LIMIT,null,null,null,null,null,null,null,null,00128,null
NEW,ELET3,BUY,500.0,32.12,012347,LIMIT,null,null,null,null,null,null,null,null,00129,null
CANCEL,PETR4,BUY,1000.0,null,012345,null,null,null,null,null,null,null,null,null,CXL-00001,00001
CANCEL,BBDC4,BUY,1100.0,null,012351,null,null,null,null,null,null,null,null,null,CXL-00010,00010
CANCEL,VALE5,SELL,500.0,null,012345,null,null,null,null,null,null,null,null,null,CXL-00102,00102
CANCEL,VALE5,BUY,500.0,null,012345,null,null,null,null,null,null,null,null,null,CXL-00106,00106
CANCEL,PETR3,SELL,500.0,null,ABCDE,null,null,null,null,null,null,null,null,null,CXL-00108,00108
CANCEL,PDGR3,SELL,500.0,null,012345,null,null,null,null,null,null,null,null,null,CXL-00109,00109
CANCEL,PETR4,BUY,1000.0,null,012345,null,null,null,null,null,null,null,null,null,CXL-00011,00011
CANCEL,PDGR3,SELL,100.0,null,012346,null,null,null,null,null,null,null,null,null,CXL-00110,00110
CANCEL,RSID3,SELL,500.0,null,012348,null,null,null,null,null,null,null,null,null,CXL-00112,00112
CANCEL,VALE5,SELL,100.0,null,ABCDE,null,null,null,null,null,null,null,null,null,CXL-00116,00116
CANCEL,VALE5,SELL,300.0,null,012345,null,null,null,null,null,null,null,null,null,CXL-00117,00117
CANCEL,VALE5,SELL,500.0,null,ABCDE,null,null,null,null,null,null,null,null,null,CXL-00012,00012
CANCEL,PDGR3,SELL,100.0,null,012348,null,null,null,null,null,null,null,null,null,CXL-00120,00120
CANCEL,BBDC4,BUY,500.0,null,012345,null,null,null,null,null,null,null,null,null,CXL-00124,00124
