MsgType;Account;ClOrdID;HandlInst;OrderID;OrderQty;OrdType;OrigClOrdID;Price;Side;Symbol;TimeInForce;TransactTime;ExecBroker;StopPx;MinQty;MaxFloor;ExpireDate;Memo;BeginString;BodyLength;MsgSeqNum;SenderCompID;SenderSubID;TargetCompID;TargetSubID;SendingTime;CheckSum
D;012350;00122;1;null;1100.0;2;null;12.4;1;RSID3;0;2012-04-18 19:49:57.091-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:49:57.091-0300;null
D;012351;00123;1;null;1000.0;2;null;23.45;2;RSID3;0;2012-04-18 19:49:57.091-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:49:57.092-0300;null
D;012345;00124;1;null;500.0;2;null;25.0;1;BBDC4;0;2012-04-18 19:49:57.093-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:49:57.094-0300;null
D;ABCDE;00125;1;null;500.0;2;null;34.23;1;GOLL4;0;2012-04-18 19:49:57.095-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:49:57.095-0300;null
D;ABCDE;00126;1;null;100.0;2;null;34.23;2;TAMM4;0;2012-04-18 19:49:57.095-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:49:57.095-0300;null
D;012345;00127;1;null;300.0;2;null;21.34;2;VALE3;0;2012-04-18 19:49:57.096-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:49:57.096-0300;null
D;012346;00128;1;null;500.0;2;null;32.12;2;VALE5;0;2012-04-18 19:49:57.096-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:49:57.096-0300;null
D;012347;00129;1;null;500.0;2;null;32.12;1;ELET3;0;2012-04-18 19:49:57.097-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:49:57.097-0300;null
F;012345;00001-CXL;1;null;1000.0;2;00001;25.0;1;PETR4;0;2012-04-18 19:50:12.166-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.167-0300;null
F;ABCDE;00002-CXL;1;null;500.0;2;00002;34.23;2;VALE5;0;2012-04-18 19:50:12.196-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.196-0300;null
F;ABCDE;00003-CXL;1;null;500.0;2;00003;34.23;2;VALE5;0;2012-04-18 19:50:12.197-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.197-0300;null
F;012345;00004-CXL;1;null;100.0;2;00004;21.34;1;PETR3;0;2012-04-18 19:50:12.197-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.197-0300;null
F;012346;00005-CXL;1;null;300.0;2;00005;32.12;2;PDGR3;0;2012-04-18 19:50:12.197-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.197-0300;null
F;012347;00006-CXL;1;null;500.0;2;00006;32.12;2;PDGR3;0;2012-04-18 19:50:12.198-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.198-0300;null
F;012348;00007-CXL;1;null;500.0;2;00007;32.15;2;PDGR3;0;2012-04-18 19:50:12.198-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.198-0300;null
F;012349;00008-CXL;1;null;100.0;2;00008;12.33;1;RSID3;0;2012-04-18 19:50:12.198-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.199-0300;null
F;012350;00009-CXL;1;null;4500.0;2;00009;12.4;2;RSID3;0;2012-04-18 19:50:12.199-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.199-0300;null
F;012351;00010-CXL;1;null;1100.0;2;00010;23.45;1;BBDC4;0;2012-04-18 19:50:12.199-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.199-0300;null
F;012345;00011-CXL;1;null;1000.0;2;00011;25.0;1;PETR4;0;2012-04-18 19:50:12.199-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.199-0300;null
F;ABCDE;00012-CXL;1;null;500.0;2;00012;34.23;2;VALE5;0;2012-04-18 19:50:12.200-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.200-0300;null
F;ABCDE;00013-CXL;1;null;500.0;2;00013;34.23;2;VALE5;0;2012-04-18 19:50:12.200-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.200-0300;null
F;012345;00014-CXL;1;null;100.0;2;00014;21.34;1;PETR3;0;2012-04-18 19:50:12.200-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.201-0300;null
F;012346;00015-CXL;1;null;300.0;2;00015;32.12;2;PDGR3;0;2012-04-18 19:50:12.201-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.201-0300;null
F;012347;00016-CXL;1;null;500.0;2;00016;32.12;2;PDGR3;0;2012-04-18 19:50:12.201-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.201-0300;null
F;012348;00017-CXL;1;null;500.0;2;00017;32.15;2;PDGR3;0;2012-04-18 19:50:12.201-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.232-0300;null
F;012349;00018-CXL;1;null;100.0;2;00018;12.33;1;RSID3;0;2012-04-18 19:50:12.233-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.233-0300;null
F;012350;00019-CXL;1;null;4500.0;2;00019;12.4;2;RSID3;0;2012-04-18 19:50:12.233-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.233-0300;null
F;012351;00020-CXL;1;null;1100.0;2;00020;23.45;1;BBDC4;0;2012-04-18 19:50:12.233-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.233-0300;null
F;012345;00021-CXL;1;null;1000.0;2;00021;25.0;1;GOLL4;0;2012-04-18 19:50:12.233-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.234-0300;null
F;ABCDE;00022-CXL;1;null;500.0;2;00022;34.23;1;TAMM4;0;2012-04-18 19:50:12.234-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.234-0300;null
F;ABCDE;00023-CXL;1;null;500.0;2;00023;34.23;2;VALE3;0;2012-04-18 19:50:12.234-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.234-0300;null
F;012345;00024-CXL;1;null;100.0;2;00024;21.34;2;VALE5;0;2012-04-18 19:50:12.234-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.234-0300;null
F;012346;00025-CXL;1;null;300.0;2;00025;32.12;1;ELET3;0;2012-04-18 19:50:12.235-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.235-0300;null
F;012347;00026-CXL;1;null;500.0;2;00026;32.12;2;TNLP4;0;2012-04-18 19:50:12.235-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.235-0300;null
F;012348;00027-CXL;1;null;500.0;2;00027;32.15;2;PETR4;0;2012-04-18 19:50:12.235-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.235-0300;null
F;012349;00028-CXL;1;null;100.0;2;00028;12.33;2;VALE5;0;2012-04-18 19:50:12.236-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.236-0300;null
F;012350;00029-CXL;1;null;4500.0;2;00029;12.4;1;VALE5;0;2012-04-18 19:50:12.236-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.236-0300;null
F;012351;00030-CXL;1;null;1100.0;2;00030;23.45;1;PETR3;0;2012-04-18 19:50:12.236-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.236-0300;null
F;012345;00031-CXL;1;null;1000.0;2;00031;25.0;1;PDGR3;0;2012-04-18 19:50:12.237-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.237-0300;null
F;ABCDE;00032-CXL;1;null;500.0;2;00032;34.23;2;PDGR3;0;2012-04-18 19:50:12.237-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.237-0300;null
F;ABCDE;00033-CXL;1;null;500.0;2;00033;34.23;2;PDGR3;0;2012-04-18 19:50:12.237-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.237-0300;null
F;012345;00034-CXL;1;null;100.0;2;00034;21.34;1;RSID3;0;2012-04-18 19:50:12.238-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.238-0300;null
F;012346;00035-CXL;1;null;300.0;2;00035;32.12;1;RSID3;0;2012-04-18 19:50:12.238-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.238-0300;null
F;012347;00036-CXL;1;null;500.0;2;00036;32.12;1;BBDC4;0;2012-04-18 19:50:12.238-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.238-0300;null
F;012348;00037-CXL;1;null;500.0;2;00037;32.15;2;PETR4;0;2012-04-18 19:50:12.238-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.239-0300;null
F;012349;00038-CXL;1;null;100.0;2;00038;12.33;2;VALE5;0;2012-04-18 19:50:12.239-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.239-0300;null
F;012350;00039-CXL;1;null;4500.0;2;00039;12.4;1;VALE5;0;2012-04-18 19:50:12.239-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.239-0300;null
F;012351;00040-CXL;1;null;1100.0;2;00040;23.45;2;PETR3;0;2012-04-18 19:50:12.239-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.240-0300;null
F;012345;00041-CXL;1;null;1000.0;2;00041;25.0;2;PDGR3;0;2012-04-18 19:50:12.240-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.240-0300;null
F;ABCDE;00042-CXL;1;null;500.0;2;00042;34.23;2;PDGR3;0;2012-04-18 19:50:12.240-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.240-0300;null
F;ABCDE;00043-CXL;1;null;500.0;2;00043;34.23;1;PDGR3;0;2012-04-18 19:50:12.240-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.240-0300;null
F;012345;00044-CXL;1;null;100.0;2;00044;21.34;2;RSID3;0;2012-04-18 19:50:12.241-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.241-0300;null
F;012346;00045-CXL;1;null;300.0;2;00045;32.12;1;RSID3;0;2012-04-18 19:50:12.241-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.241-0300;null
F;012347;00046-CXL;1;null;500.0;2;00046;32.12;1;BBDC4;0;2012-04-18 19:50:12.241-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.241-0300;null
F;012348;00047-CXL;1;null;500.0;2;00047;32.15;2;GOLL4;0;2012-04-18 19:50:12.242-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.242-0300;null
F;012349;00048-CXL;1;null;100.0;2;00048;12.33;2;TAMM4;0;2012-04-18 19:50:12.242-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.242-0300;null
F;012350;00049-CXL;1;null;4500.0;2;00049;12.4;1;VALE3;0;2012-04-18 19:50:12.242-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.252-0300;null
F;012351;00050-CXL;1;null;1100.0;2;00050;23.45;2;VALE5;0;2012-04-18 19:50:12.253-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.253-0300;null
F;012345;00051-CXL;1;null;1000.0;2;00051;25.0;2;ELET3;0;2012-04-18 19:50:12.253-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.253-0300;null
F;ABCDE;00052-CXL;1;null;500.0;2;00052;34.23;2;TNLP4;0;2012-04-18 19:50:12.253-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.254-0300;null
F;ABCDE;00053-CXL;1;null;500.0;2;00053;34.23;1;PETR4;0;2012-04-18 19:50:12.254-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.254-0300;null
F;012345;00054-CXL;1;null;1000.0;2;00054;21.34;2;VALE5;0;2012-04-18 19:50:12.254-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.254-0300;null
F;012346;00055-CXL;1;null;500.0;2;00055;32.12;1;VALE5;0;2012-04-18 19:50:12.254-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.254-0300;null
F;012347;00056-CXL;1;null;500.0;2;00056;32.12;1;PETR3;0;2012-04-18 19:50:12.255-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.255-0300;null
F;012348;00057-CXL;1;null;100.0;2;00057;32.15;1;PDGR3;0;2012-04-18 19:50:12.255-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.255-0300;null
F;012349;00058-CXL;1;null;300.0;2;00058;12.33;2;PDGR3;0;2012-04-18 19:50:12.255-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.255-0300;null
F;012345;00059-CXL;1;null;500.0;2;00059;25.0;2;PDGR3;0;2012-04-18 19:50:12.255-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.256-0300;null
F;ABCDE;00060-CXL;1;null;500.0;2;00060;34.23;1;RSID3;0;2012-04-18 19:50:12.256-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.256-0300;null
F;ABCDE;00061-CXL;1;null;100.0;2;00061;34.23;2;RSID3;0;2012-04-18 19:50:12.256-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.256-0300;null
F;012345;00062-CXL;1;null;4500.0;2;00062;21.34;1;BBDC4;0;2012-04-18 19:50:12.256-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.257-0300;null
F;012346;00063-CXL;1;null;1100.0;2;00063;32.12;1;PETR4;0;2012-04-18 19:50:12.257-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.257-0300;null
F;012347;00064-CXL;1;null;1000.0;2;00064;32.12;2;VALE5;0;2012-04-18 19:50:12.257-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.257-0300;null
F;012348;00065-CXL;1;null;500.0;2;00065;32.15;2;VALE5;0;2012-04-18 19:50:12.257-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.257-0300;null
F;012349;00066-CXL;1;null;500.0;2;00066;12.33;1;PETR3;0;2012-04-18 19:50:12.258-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.266-0300;null
F;012350;00067-CXL;1;null;100.0;2;00067;12.4;2;PDGR3;0;2012-04-18 19:50:12.267-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.267-0300;null
F;012351;00068-CXL;1;null;300.0;2;00068;23.45;2;PDGR3;0;2012-04-18 19:50:12.267-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.267-0300;null
F;012345;00069-CXL;1;null;500.0;2;00069;25.0;2;PDGR3;0;2012-04-18 19:50:12.267-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.267-0300;null
F;ABCDE;00070-CXL;1;null;500.0;2;00070;34.23;1;RSID3;0;2012-04-18 19:50:12.268-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.268-0300;null
F;ABCDE;00071-CXL;1;null;1000.0;2;00071;34.23;1;RSID3;0;2012-04-18 19:50:12.268-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.268-0300;null
F;012345;00072-CXL;1;null;500.0;2;00072;21.34;2;BBDC4;0;2012-04-18 19:50:12.268-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.268-0300;null
F;012345;00073-CXL;1;null;500.0;2;00073;25.0;2;GOLL4;0;2012-04-18 19:50:12.269-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.269-0300;null
F;ABCDE;00074-CXL;1;null;100.0;2;00074;34.23;1;TAMM4;0;2012-04-18 19:50:12.269-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.269-0300;null
F;ABCDE;00075-CXL;1;null;300.0;2;00075;34.23;1;VALE3;0;2012-04-18 19:50:12.269-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.269-0300;null
F;012345;00076-CXL;1;null;500.0;2;00076;21.34;2;VALE5;0;2012-04-18 19:50:12.269-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.270-0300;null
F;012346;00077-CXL;1;null;500.0;2;00077;32.12;2;ELET3;0;2012-04-18 19:50:12.270-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.270-0300;null
F;012347;00078-CXL;1;null;100.0;2;00078;32.12;1;TNLP4;0;2012-04-18 19:50:12.270-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.270-0300;null
F;012348;00079-CXL;1;null;4500.0;2;00079;32.15;2;PETR4;0;2012-04-18 19:50:12.270-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.270-0300;null
F;012349;00080-CXL;1;null;1100.0;2;00080;12.33;2;VALE5;0;2012-04-18 19:50:12.271-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.271-0300;null
F;012350;00081-CXL;1;null;1000.0;2;00081;12.4;2;VALE5;0;2012-04-18 19:50:12.271-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.271-0300;null
F;012345;00082-CXL;1;null;500.0;2;00082;25.0;1;PETR3;0;2012-04-18 19:50:12.271-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.271-0300;null
F;ABCDE;00083-CXL;1;null;500.0;2;00083;34.23;2;PDGR3;0;2012-04-18 19:50:12.272-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.272-0300;null
F;ABCDE;00084-CXL;1;null;100.0;2;00084;34.23;1;PDGR3;0;2012-04-18 19:50:12.272-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.272-0300;null
F;012345;00085-CXL;1;null;300.0;2;00085;21.34;1;PDGR3;0;2012-04-18 19:50:12.272-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.272-0300;null
F;012346;00086-CXL;1;null;500.0;2;00086;32.12;1;RSID3;0;2012-04-18 19:50:12.273-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.273-0300;null
F;012347;00087-CXL;1;null;500.0;2;00087;32.12;2;RSID3;0;2012-04-18 19:50:12.273-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.273-0300;null
F;012348;00088-CXL;1;null;100.0;2;00088;32.15;2;BBDC4;0;2012-04-18 19:50:12.273-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.273-0300;null
F;012349;00089-CXL;1;null;4500.0;2;00089;12.33;1;PETR4;0;2012-04-18 19:50:12.273-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.274-0300;null
F;012350;00090-CXL;1;null;1100.0;2;00090;12.4;2;VALE5;0;2012-04-18 19:50:12.274-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.274-0300;null
F;012351;00091-CXL;1;null;1000.0;2;00091;23.45;2;VALE5;0;2012-04-18 19:50:12.274-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.274-0300;null
F;012345;00092-CXL;1;null;500.0;2;00092;25.0;2;PETR3;0;2012-04-18 19:50:12.274-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.276-0300;null
F;ABCDE;00093-CXL;1;null;500.0;2;00093;34.23;1;PDGR3;0;2012-04-18 19:50:12.276-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.278-0300;null
F;ABCDE;00094-CXL;1;null;100.0;2;00094;34.23;2;PDGR3;0;2012-04-18 19:50:12.278-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.278-0300;null
F;012345;00095-CXL;1;null;300.0;2;00095;21.34;1;PDGR3;0;2012-04-18 19:50:12.278-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.278-0300;null
F;012346;00096-CXL;1;null;500.0;2;00096;32.12;1;RSID3;0;2012-04-18 19:50:12.279-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.279-0300;null
F;012347;00097-CXL;1;null;500.0;2;00097;32.12;1;RSID3;0;2012-04-18 19:50:12.279-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.279-0300;null
F;012348;00098-CXL;1;null;100.0;2;00098;32.15;2;BBDC4;0;2012-04-18 19:50:12.279-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.279-0300;null
F;012345;00099-CXL;1;null;4500.0;2;00099;25.0;2;GOLL4;0;2012-04-18 19:50:12.280-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.280-0300;null
F;ABCDE;00100-CXL;1;null;1100.0;2;00100;34.23;1;TAMM4;0;2012-04-18 19:50:12.280-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.280-0300;null
F;ABCDE;00101-CXL;1;null;1000.0;2;00101;34.23;2;VALE3;0;2012-04-18 19:50:12.280-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.280-0300;null
F;012345;00102-CXL;1;null;500.0;2;00102;21.34;2;VALE5;0;2012-04-18 19:50:12.280-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.281-0300;null
F;012346;00103-CXL;1;null;500.0;2;00103;32.12;2;ELET3;0;2012-04-18 19:50:12.281-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.281-0300;null
F;012347;00104-CXL;1;null;100.0;2;00104;32.12;1;TNLP4;0;2012-04-18 19:50:12.281-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.281-0300;null
F;012348;00105-CXL;1;null;300.0;2;00105;32.15;2;PETR4;0;2012-04-18 19:50:12.281-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.281-0300;null
F;012345;00106-CXL;1;null;500.0;2;00106;25.0;1;VALE5;0;2012-04-18 19:50:12.282-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.282-0300;null
F;ABCDE;00107-CXL;1;null;1000.0;2;00107;34.23;1;VALE5;0;2012-04-18 19:50:12.282-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.282-0300;null
F;ABCDE;00108-CXL;1;null;500.0;2;00108;34.23;2;PETR3;0;2012-04-18 19:50:12.284-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.284-0300;null
F;012345;00109-CXL;1;null;500.0;2;00109;21.34;2;PDGR3;0;2012-04-18 19:50:12.284-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.284-0300;null
F;012346;00110-CXL;1;null;100.0;2;00110;32.12;2;PDGR3;0;2012-04-18 19:50:12.284-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.284-0300;null
F;012347;00111-CXL;1;null;300.0;2;00111;32.12;1;PDGR3;0;2012-04-18 19:50:12.285-0300;null;null;null;null;null;null;FIX.4.2;null;null;ALPHA;null;BVMF;null;2012-04-18 19:50:12.285-0300;null
